69.729,10.808,212.41,11.338,22.373
67.916,10.692,209.77,11.397,22.556
66.385,10.765,207.94,11.439,22.393
65.22,10.914,203.57,11.445,22.381
65.579,10.808,199.49,11.508,22.058
63.487,10.85,194.89,11.641,22.224
61.753,10.787,190.37,11.635,22.194
60.259,10.629,189.47,11.67,22.193
58.193,10.696,187.75,11.581,22.208
56.881,10.789,184.09,11.731,22.045
56.317,11.036,181.72,11.961,21.951
55.671,11.048,182.22,11.746,21.772
55.09,10.993,176.23,11.676,21.714
54.164,11.027,172.43,11.667,21.831
53.218,11.248,167.22,11.551,21.546
51.23,11.302,163.6,11.473,21.179
50.513,11.485,160.81,11.316,21.636
48.87,11.616,158.25,11.399,21.59
47.567,11.516,154.85,11.296,21.098
47.013,11.53,152.6,11.386,20.939
46.089,11.774,149.3,11.051,20.733
45.083,11.988,147.17,11.017,20.817
44.135,11.87,144.48,11.047,21.196
43.123,11.983,139.8,10.694,21.31
41.891,12.028,137.18,10.661,21.616
40.972,12.248,136.02,10.622,21.471
40.261,12.456,132.64,10.531,21.4
39.463,12.692,129.55,10.559,21.356
38.468,12.528,127.85,10.5,21.124
38.067,12.421,124.26,10.565,20.919
37.447,12.367,121.78,10.389,21.04
36.576,12.614,119.01,10.46,21.341
36.01,12.779,117.92,10.356,21.411
35.021,12.75,115.05,10.37,21.02
34.008,12.807,113.72,10.095,21.22
33.199,12.748,111.22,10.026,20.93
